,Song Artist,Song Title,Part,Chords,Lyrics,Genre
140,Harry Styles,FALLING,chorus,E C#m B G#m A E C#m B G#m A,What am I now? What am I now? What if Im someone I dont want around? Im falling again Im falling again Im fallin What if Im down? What if Im out? What if Im someone you wont talk about? Im falling again Im falling again Im fallin  ,country
141,Harry Styles,FALLING,verse 2,E C#m B G#m A E C#m B A,You said you care and you missed me too And Im well aware I write too many songs about you And the coffees out at the Beachwood Cafe And it kills me cause I know weve run out of things we can say  ,country
142,Harry Styles,FALLING,chorus,E C#m B G#m A E C#m B G#m A,What am I now? What am I now? What if Im someone I dont want around? Im falling again Im falling again Im fallin What if Im down? What if Im out? What if Im someone you wont talk about? Im falling again Im falling again Im fallin  ,country
143,Harry Styles,FALLING,bridge,C#m E C#m B G#m A,And I get the feeling that youll never need me again  ,country
144,Harry Styles,FALLING,chorus,E C#m B G#m A E C#m B G#m A,What am I now? What am I now? What if youre someone I just want around? Im falling again Im falling again Im fallin What if Im down? What if Im out? What if Im someone you wont talk about? Im falling again Im falling again Im fallin,country
145,Bing Cros,WHITE CHRISTMAS,intro,G Gsus4 G,,country
146,Bing Cros,WHITE CHRISTMAS,verse 1,G Am D D7 C Am G Gsus4 G G G G7 C Cm G Em Am D D7,Im dreaming of a white Christmas Just like the ones I used to know. Where the tree tops glisten And children listen To hear the sleigh bells in the snow. ,country
147,Bing Cros,WHITE CHRISTMAS,verse 2,G Am D D7 C Am G Gsus4 G G G7 C Cm G Em Am D G,Im dreaming of a white Christmas With every Christmas card I write. May your days be merry and bright And may all your Christmases be white. ,country
148,Bing Cros,WHITE CHRISTMAS,verse 3,G Am D D7 C Am G Gsus4 G G G G7 C Cm G Em Am D D7,Im dreaming of a white Christmas Just like the ones I used to know. Where the tree tops glisten And children listen To hear the sleigh bells in the snow. ,country
149,Bing Cros,WHITE CHRISTMAS,verse 4,G Am D D7 C Am G Gsus4 G G G7 C Cm G Em Am D G Gsus4 G,Im dreaming of a white Christmas With every Christmas card I write. May your dreams be merry and bright And may all your Christmases be white.,country
150,The Beatles,LET IT BE,intro,C G Am Fmaj7 F6 C G F C Dm7 C,,country
151,The Beatles,LET IT BE,verse 1,C G Am Fmaj7 F6 C G F C Dm7 C C G Am Fmaj7 F6 C G F C Dm7 C,When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom let it be And in my hour of darkness She is standing right in front of me Speaking words of wisdom Let it be ,country
152,The Beatles,LET IT BE,chorus,Am C F C C G F C Dm7 C,Let it be let it be let it be let it be Whisper words of wisdom let it be ,country
153,The Beatles,LET IT BE,verse 2,C G Am Fmaj7 F6 C G F C Dm7 C C G Am Fmaj7 F6 C G F C Dm7 C,And when the broken hearted people Living in the world agree There will be an answer let it be For though they may be parted There is still a chance that they may see There will be an answer let it be ,country
154,The Beatles,LET IT BE,chorus,Am C F C C G F C Dm7 C Am C F C C G F C Dm7 C,Let it be let it be let it be let it be There will be an answer let it be Let it be let it be let it be let it be Whisper words of wisdom let it be ,country
155,The Beatles,LET IT BE,instrumental,F C Dm7 C Bb F G F C x2,,country
156,The Beatles,LET IT BE,solo,C G Am F C G F C x2,,country
157,The Beatles,LET IT BE,chorus,Am C F C C G F C Dm7 C,Let it be let it be let it be let it be Whisper words of wisdom let it be ,country
158,The Beatles,LET IT BE,verse 3,C G Am Fmaj7 F6 C G F C Dm7 C C G Am Fmaj7 F6 C G F C Dm7 C,And when the night is cloudy There is still a light that shines on me Shine on till tomorrow let it be I wake up to the sound of music Mother Mary comes to me Speaking words of wisdom let it be ,country
159,The Beatles,LET IT BE,chorus,Am C F C C G F C Dm7 C Am C F C C G F C Dm7 C Am C F C C G F C Dm7 C, Let it be let it be let it be let it be There will be an answer let it be  Let it be let it be let it be let it be There will be an answer let it be eeee   Let it be let it be let it be ya let it be Whisper words of wisdom let it be eeeeeee ,country
160,The Beatles,LET IT BE,outro,F C Dm7 C Bb F G F C,,country
161,Ed Sheeran,THE A TEAM,intro,G G D Em C G,,country
162,Ed Sheeran,THE A TEAM,verse 1,G D Em C G G D Em C G, White lips pale face Breathing in snowflakes Burnt lungs sour taste Lights gone days end Struggling to pay rent Long nights strange men  ,country
163,Ed Sheeran,THE A TEAM,pre-chorus,Am C G D Am C G D, And they say Shes in the Class A Team Stuck in her daydream Been this way since 18 But lately her face seems Slowly sinking wasting Crumbling like pastries  And they scream The worst things in life come free to us  ,country
164,Ed Sheeran,THE A TEAM,chorus,Em C G Em C G Em C G Em C G Em C G Em C G, Cos were just under the upperhand And go mad for a couple grams And she dont want to go outside tonight And in a pipe she flies to the Motherland Or sells love to another man Its too cold outside For angels to fly Angels to fly  ,country
165,Ed Sheeran,THE A TEAM,verse 2,G D Em C G G D Em C G, Ripped gloves raincoat Tried to swim and stay afloat Dry house wet clothes Loose change bank notes Weary-eyed dry throat Call girl no phone  ,country
166,Ed Sheeran,THE A TEAM,pre-chorus,Am C G D Am C G D, And they say Shes in the Class A Team Stuck in her daydream Been this way since 18 But lately her face seems Slowly sinking wasting Crumbling like pastries  And they scream The worst things in life come free to us  ,country
167,Ed Sheeran,THE A TEAM,chorus,Em C G Em C G Em C G Em C G Am, Cos were just under the upperhand And go mad for a couple grams And she dont want to go outside tonight And in a pipe she flies to the Motherland Or sells love to another man Its too cold outside For angels to fly  ,country
168,Ed Sheeran,THE A TEAM,bridge,Am C Em G Am C Em C G, An angel will die Covered in white  Closed eye And hoping for a better life This time well fade out tonight Straight down the line  ,country
169,Ed Sheeran,THE A TEAM,pre-chorus,Am C G D Am C G D, And they say Shes in the Class A Team Stuck in her daydream Been this way since 18 But lately her face seems Slowly sinking wasting Crumbling like pastries  And they scream The worst things in life come free to us  ,country
170,Ed Sheeran,THE A TEAM,chorus/outro,Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G D G, Cos were all under the upperhand And go mad for a couple grams And we dont want to go outside tonight And in a pipe we fly to the Motherland Or sell love to another man Its too cold outside For angels to fly Angels to fly To fly fly Angels to fly to fly to fly Angels to die,country
171,Tate McRae,YOU BROKE ME FIRST,intro,Am F C G, You broke me first  ,country
172,Tate McRae,YOU BROKE ME FIRST,verse 1,Am F C G Am F C G,Maybe you dont like talking too much about yourself But you shoulda told me That you were thinking bout someone else Youre drunk at a party Or maybe its just that your car broke down Your phones been off for a couple of months So youre calling me now  ,country
173,Tate McRae,YOU BROKE ME FIRST,pre-chorus,Am F C G Am F C G,I know you youre like this When shit dont go your way you needed me to fix it And like me I did But I ran out of every reason  ,country
174,Tate McRae,YOU BROKE ME FIRST,chorus,Am F C G Am F C G,Now suddenly youre asking for it back Could you tell me whered you get the nerve? Yeah you could say you miss all that we had But I dont really care how bad it hurts Am* F* When you broke me first C* G* You broke me first  ,country
175,Tate McRae,YOU BROKE ME FIRST,verse 2,Am F C G Am F C G,Took a while was in denial when I first heard That you moved on quicker than I couldve ever You know that hurt Swear for a while I would stare at my phone Just to see your name But now that its there I dont really know what to say  ,country
176,Tate McRae,YOU BROKE ME FIRST,pre-chorus,Am F C G Am F C G,I know you youre like this When shit dont go your way you needed me to fix it And like me I did But I ran out of every reason  ,country
177,Tate McRae,YOU BROKE ME FIRST,chorus,Am F C G Am F C G,Now suddenly youre asking for it back Could you tell me whered you get the nerve? Yeah you could say you miss all that we had But I dont really care how bad it hurts Am* F* When you broke me first C* G* You broke me first   ,country
178,Tate McRae,YOU BROKE ME FIRST,bridge,Am F C G Am F C G,What did you think would happen? What did you think would happen? Ill never let you have it What did you think would happen?  ,country
179,Tate McRae,YOU BROKE ME FIRST,chorus,Am F C G Am F C G Am,Now suddenly youre asking for it back Could you tell me whered you get the nerve? Yeah you could say you miss all that we had But I dont really care how bad it hurts Am* F* When you broke me first C* G* You broke me first (You broke me first) You broke me first ooh oh,country
180,Judy Garland,HAVE YOURSELF A MERRY LITTLE CHRISTMAS,intro,G Em7 Am7 D7 x2,,country
181,Judy Garland,HAVE YOURSELF A MERRY LITTLE CHRISTMAS,verse 1,G Em7 Am7 D7 G Em7 Am7 D7 G Em7 Am7 D7 B7 E7 A7 D D7 G Em7 Am7 D7 G Em7 Am7 D7 G Em7 Am7 B7 Em G G7, Have yourself a merry little Christmas Let your heart be light Next year all our troubles will be out of sight  Have yourself a merry little Christmas Make the Yuletide gay Next year all our troubles will be miles away  ,country
182,Judy Garland,HAVE YOURSELF A MERRY LITTLE CHRISTMAS,bridge,Cmaj7 Cm6 Bm Bbdim Am D7 Gmaj7 Em F#7 Bm E7 D7 A7 Am7 D7,Once again as in olden days Happy golden days of yore Faithful friends who are dear to us Will be near to us once more  ,country
183,Judy Garland,HAVE YOURSELF A MERRY LITTLE CHRISTMAS,verse 2,G Em7 Am7 D7 G Em7 Am7 D7 G Em7 Am7 B7 Em G G7 Cmaj7 Am7 D7 G,Someday soon we all will be together If the Fates allow Until then well have to muddle through somehow So have yourself a merry little Christmas now.  ,country
184,Judy Garland,HAVE YOURSELF A MERRY LITTLE CHRISTMAS,outro,G Em7 Am7 D7 x2 G,,country
185,Pixies,WHERE IS MY MIND,intro,E C#m G# A x2 E C#m G# A,,country
186,Pixies,WHERE IS MY MIND,verse,E C#m G# A E C#m G# A E C#m G# A,With your feet in the air and your head on the ground Try this trick and spin it yeah Your head will collapse But theres nothing in it And youll ask yourself ,country
187,Pixies,WHERE IS MY MIND,chorus,E C#m G# A E C#m G# A E C#m G# A E G# A Am C#m B,Where is my mind? Where is my mind? Where is my mind? Way out in the water see it swimming. ,country
188,Pixies,WHERE IS MY MIND,verse,E C#m G# A E C#m G# A E C#m G# A,I was swimmin in the Caribbean Animals were hiding behind the rock Except the little fish But they told me he swears Tryin to talk to me coy koi ,country
189,Pixies,WHERE IS MY MIND,chorus,E C#m G# A E C#m G# A E C#m G# A E G# A Am C#m B,Where is my mind? Where is my mind? Where is my mind? Way out in the water see it swimming. ,country
190,Pixies,WHERE IS MY MIND,solo,,,country
191,Pixies,WHERE IS MY MIND,verse,E C#m G# A E C#m G# A E C#m G# A,With your feet in the air and your head on the ground Try this trick and spin it yeah Your head will collapse But theres nothing in it And youll ask yourself ,country
192,Pixies,WHERE IS MY MIND,chorus,E C#m G# A E C#m G# A E C#m G# A E G# A Am C#m B,Where is my mind? Where is my mind? Where is my mind? Way out in the water see it swimming. ,country
193,Pixies,WHERE IS MY MIND,outro,E C#m G# A E C#m G# A,  ***********************************   / Slide up  p Pull-off  b Bend  **********************************,country
194,David Bowie,SPACE ODDITY,intro, Fmaj7  Em  Fmaj7  Em   Fmaj7  Em  Fmaj7  Em ,,country
195,David Bowie,SPACE ODDITY,pre-verse,C Em C Em Am Am D7 C Em C Em Am Am D7,Ground control to Major Tom Ground control to Major Tom Take your protein pills and put your helmet on Ground control to Major Tom Commencing countdown engines on Check ignition and may Gods love be with you ,country
196,David Bowie,SPACE ODDITY,verse 1,C E F Fm C F Fm C F C E F Fm C F Fm C F,This is ground control to Major Tom Youve really made the grade And the papers want to know whose shirt you wear Now its time to leave the capsule if you dare This is Major Tom to ground control Im stepping through the door And Im floating in a most peculiar way And the stars look very different today ,country
197,David Bowie,SPACE ODDITY,chorus,Fmaj7 Em Fmaj7 Em Bb Am G F,For here am I sitting in a tin can Far above the world Planet Earth is blue and theres nothing I can do ,country
198,David Bowie,SPACE ODDITY,instrumental, C F G  A A   C F G  A A   Fmaj7  %  Em  %   A  %  C  %   D  %  E  % ,,country
199,David Bowie,SPACE ODDITY,verse 2,C E F Fm C F Fm C F,Though Im past one hundred thousand miles Im feeling very still And I think my spaceship knows which way to go Tell my wife I love her very much she knows ,country
200,David Bowie,SPACE ODDITY,bridge,G E7 Am C D7 C G,Ground control to Major Tom your circuits dead theres something wrong Can you hear me Major Tom? Can you hear me Major Tom? Can you hear me Major Tom? Can you... ,country
201,David Bowie,SPACE ODDITY,chorus,Fmaj7 Em Fmaj7 Em Bb Am G F,Here am I floating round my tin can Far above the Moon Planet Earth is blue and theres nothing I can do ,country
202,David Bowie,SPACE ODDITY,outro, C F G  A A   C F G  A A   Fmaj7  %  Em  %   A  %  C  %   D  %  E  % ,,country
203,Ben E. King,STAND BY ME,verse 1,G Em C D G G G Em C D G,When the night has come and the land is da- rk And the mo- on is the on- ly light well see No I wo- nt be af- raid no I wont be af- raid Just as long as you st- and stand by me . So darlin darlin ,country
204,Ben E. King,STAND BY ME,chorus 1,G Em C D G,stand by me oh now stand by me stand by me stand by me. ,country
205,Ben E. King,STAND BY ME,verse 2,G Em C D G G G Em C D G,If the sky that we look up- on should tumble and fall And the mount- ain should crumble to the sea I wont cry I wont cry no I wont shed a tear Just as long as you stand stand by me me. So darling darling ,country
206,Ben E. King,STAND BY ME,chorus 2,G Em C D G,stand by me oh now stand by me stand by me stand by me. ,country
207,Ben E. King,STAND BY ME,solo,G Em C D G G Em C D G,,country
208,Ben E. King,STAND BY ME,chorus 3,G Em C D G,stand by me oh now stand by me stand by me stand by me.,country
209,Taylor Swift,LOVE STORY,intro,C G Am F,,country
210,Taylor Swift,LOVE STORY,verse 1,C F Am F C F Am G,"We were both young when I first saw you I close my eyes and the flashback starts Im standing there on a balcony in summer air See the lights see the party the ball gowns See you make your way through the crowd And say ""Hello"" Little did I know ",country
211,Taylor Swift,LOVE STORY,pre-chorus,F G Am C F G Am F G,"That you were Romeo you were throwing pebbles And my daddy said ""Stay away from Juliet"" And I was crying on the staircase Begging you please dont go and I said ",country
